Price,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume
Ticker,BPCL.NS,BZ=F,HINDPETRO.NS,IOC.NS,RELIANCE.NS,USDINR=X,BPCL.NS,BZ=F,HINDPETRO.NS,IOC.NS,RELIANCE.NS,USDINR=X,BPCL.NS,BZ=F,HINDPETRO.NS,IOC.NS,RELIANCE.NS,USDINR=X,BPCL.NS,BZ=F,HINDPETRO.NS,IOC.NS,RELIANCE.NS,USDINR=X,BPCL.NS,BZ=F,HINDPETRO.NS,IOC.NS,RELIANCE.NS,USDINR=X
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-06,248.76858520507812,69.45999908447266,327.07952880859375,118.02471160888672,1199.243408203125,86.88929748535156,249.62272162318806,69.87999725341797,330.2138601892759,119.0001233356839,1203.5561393973805,87.14189910888672,243.09938685047527,68.7300033569336,319.9911119536846,116.2520905075218,1175.002796955133,86.82330322265625,244.03799452171262,69.44999694824219,322.7879235000663,116.86172373121647,1186.75131332057,86.88929748535156,12828381.0,49024.0,12790937.0,19384187.0,14468014.0,0.0
2025-03-07,245.22067260742188,70.36000061035156,320.6180114746094,117.08682250976562,1239.0992431640625,87.12879943847656,249.47256461556546,71.37999725341797,326.9830918489379,118.45615567208766,1244.0564330934674,87.20469665527344,244.0380176634231,69.27999877929688,318.39985154076794,116.01762265304876,1201.622838887705,86.85759735107422,248.69350413390305,69.37999725341797,326.83843628251185,117.94031049754362,1205.5885908312287,87.12879943847656,7057204.0,46468.0,3825464.0,14763396.0,16474965.0,0.0
2025-03-10,241.15646362304688,69.27999877929688,314.20465087890625,114.03865814208984,1227.7967529296875,87.07379913330078,249.63208980221245,70.86000061035156,331.75691820782936,117.64955988653672,1247.2289120927182,87.36419677734375,240.33987952694642,69.05999755859375,312.7098277002578,113.57909156128756,1224.8224391488623,86.87249755859375,245.22065090589075,70.44000244140625,324.5238458631819,116.29898869577069,1234.3402190424754,87.07379913330078,8487911.0,33488.0,7154245.0,12727300.0,11931051.0,0.0
2025-03-11,248.33682250976562,69.55999755859375,317.96588134765625,117.06806945800781,1236.62060546875,87.3551025390625,248.70289327641743,70.43000030517578,322.01638432031734,117.47136464881343,1238.801720552263,87.3917007446289,238.73488369020777,68.62999725341797,309.09330057267897,112.86629614088002,1219.2208210077197,87.14250183105469,240.2741998063646,69.41000366210938,312.46873443228696,113.66351272323372,1229.3830600118497,87.3551025390625,12306539.0,26933.0,6272107.0,18090217.0,10089838.0,0.0
2025-03-12,249.97000122070312,70.94999694824219,315.69952392578125,117.50888061523438,1246.287109375,87.20010375976562,255.3012859047341,71.08999633789062,330.79252997570063,119.86299937343557,1252.1861167007874,87.30490112304688,247.22925422452784,69.47000122070312,314.2046712189169,116.46781645806686,1233.3487958636417,87.09880065917969,250.13894372651336,69.8499984741211,322.64325616727666,117.23689017136816,1247.2289270068015,87.20010375976562,10648004.0,30577.0,8497676.0,14079943.0,11977555.0,0.0
2025-03-13,248.17724609375,69.87999725341797,312.179443359375,117.86528015136719,1237.215576171875,87.3405990600586,250.29850849687205,71.23999786376953,316.7121514603383,118.6155991232082,1253.326444606414,87.3405990600586,245.92459351774363,69.68000030517578,311.50434477150094,116.60850410244136,1233.2002036288977,86.92859649658203,249.96999009861386,70.9800033569336,315.6995330099767,117.23689212690428,1249.2615727756533,87.3405990600586,4545159.0,33450.0,4696394.0,10882226.0,9505270.0,0.0
2025-03-14,,70.58000183105469,,,,86.9220962524414,,70.75,,,,86.99569702148438,,69.94000244140625,,,,86.86630249023438,,70.08000183105469,,,,86.9220962524414,,24740.0,,,,0.0
2025-03-17,245.37083435058594,71.06999969482422,313.9153747558594,116.40216064453125,1228.2427978515625,86.93900299072266,247.50146349006192,71.79000091552734,318.6409766615931,118.17478179907158,1246.6340190017775,86.96980285644531,242.4517495466004,70.68000030517578,312.17944897218575,115.50178221330216,1222.5420300210542,86.69049835205078,245.07983961485417,70.68000030517578,314.2529240558653,117.6401818819177,1231.5145912773855,86.93900299072266,6482574.0,29314.0,5417463.0,13126112.0,16640917.0,0.0
2025-03-18,245.37083435058594,70.55999755859375,313.9153747558594,116.40216064453125,1228.2427978515625,86.91639709472656,245.37083435058594,72.19000244140625,313.9153747558594,116.40216064453125,1228.2427978515625,86.91809844970703,245.37083435058594,70.26000213623047,313.9153747558594,116.40216064453125,1228.2427978515625,86.51290130615234,245.37083435058594,70.93000030517578,313.9153747558594,116.40216064453125,1228.2427978515625,86.91639709472656,0.0,32008.0,0.0,0.0,0.0,0.0
2025-03-19,248.97508239746094,70.77999877929688,316.3263854980469,119.81609344482422,1236.471923828125,86.57610321044922,250.12955151184,71.22000122070312,318.64096292027943,119.95677913438644,1242.5196714129374,86.66000366210938,246.8632151171677,69.9000015258789,312.5651935079879,117.52762721762163,1228.1934407470596,86.27469635009766,247.33251895723288,70.36000061035156,314.3975660742783,117.52762721762163,1230.4241762433128,86.57610321044922,4955027.0,26898.0,5942282.0,11273526.0,16162399.0,0.0
2025-03-20,255.42330932617188,72.0,324.57208251953125,121.18543243408203,1258.2835693359375,86.33709716796875,256.1741840031066,72.29000091552734,327.4171029926361,122.86425836986636,1262.1005814534499,86.39900207519531,248.49638015192286,70.52999877929688,315.4101900941114,119.50659218715417,1239.347127629136,86.17639923095703,250.23281006687128,70.86000061035156,319.0267265778298,120.42572538005282,1241.1316434245866,86.33709716796875,10789615.0,33049.0,4833173.0,13947925.0,15971477.0,0.0
